tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source_x,text,expanded_urls,name,stage,rating,favorite_count,retweet_count,created_at,source_y,retweeted_status,url
887705289381826560,nan,nan,2017-07-19 16:06:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,,1.3,29857,5334,Wed Jul 19 16:06:48 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/m7BR4JgDrZ
887517139158093824,nan,nan,2017-07-19 03:39:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,such,,1.4,45792,11557,Wed Jul 19 03:39:09 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/20VrLAA8ba
887473957103951883,nan,nan,2017-07-19 00:47:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,,1.3,68401,18019,Wed Jul 19 00:47:34 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/cLyzpcUcMX
886983233522544640,nan,nan,2017-07-17 16:17:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,,1.3,34809,7705,Mon Jul 17 16:17:36 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/I6oNy0CgiT
886736880519319552,nan,nan,2017-07-16 23:58:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,,1.3,11931,3259,Sun Jul 16 23:58:41 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/RipKYZ0T1u
886680336477933568,nan,nan,2017-07-16 20:14:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,,1.3,22200,4422,Sun Jul 16 20:14:00 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/BCoWue0abA
886366144734445568,nan,nan,2017-07-15 23:25:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,pupper,1.2,20979,3172,Sat Jul 15 23:25:31 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/iIu3AF8IWH
886258384151887873,nan,nan,2017-07-15 16:17:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,,1.3,27695,6224,Sat Jul 15 16:17:19 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/xZDA9Qsq1O
885984800019947520,nan,nan,2017-07-14 22:10:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,,1.2,32374,6750,Fri Jul 14 22:10:11 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/lWeeGBBXmE
885528943205470208,nan,nan,2017-07-13 15:58:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,,1.3,35614,6369,Thu Jul 13 15:58:47 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/tp1kQ8i9JF
884925521741709313,nan,nan,2017-07-12 00:01:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,,1.2,76739,18271,Wed Jul 12 00:01:00 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/MYJvdlNRVa
884876753390489601,nan,nan,2017-07-11 20:47:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,,1.3,27649,5736,Tue Jul 11 20:47:12 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/DbNzLkDIxh
884562892145688576,nan,nan,2017-07-11 00:00:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,,1.3,24069,4827,Tue Jul 11 00:00:02 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/1r4MFCbCX5
884162670584377345,nan,nan,2017-07-09 21:29:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,doggo,1.2,20172,2960,Sun Jul 09 21:29:42 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/KcQj5mNR4m
883838122936631299,nan,nan,2017-07-09 00:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,,1.2,21684,3411,Sun Jul 09 00:00:04 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/zrf7IQnlHI
883482846933004288,nan,nan,2017-07-08 00:28:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,,0.5,45501,9882,Sat Jul 08 00:28:19 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/qjrljjt948
883360690899218434,nan,nan,2017-07-07 16:22:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,floofer,1.3,22348,3646,Fri Jul 07 16:22:55 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/vAdjP5ANuJ
882992080364220416,nan,nan,2017-07-06 15:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,,1.3,23736,3887,Thu Jul 06 15:58:11 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/tyER0KpdXj
882762694511734784,nan,nan,2017-07-06 00:46:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,pupper,1.2,28033,4879,Thu Jul 06 00:46:41 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/D43I96SlVu
882627270321602560,nan,nan,2017-07-05 15:48:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,,1.3,27638,6038,Wed Jul 05 15:48:34 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/KoU1kxPBcn
882268110199369728,nan,nan,2017-07-04 16:01:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,,1.3,44529,11496,Tue Jul 04 16:01:23 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/fYP5RlutfA
882045870035918850,nan,nan,2017-07-04 01:18:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,,1.3,29068,4932,Tue Jul 04 01:18:17 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/cj0lK9TLUv
881906580714921986,nan,nan,2017-07-03 16:04:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,,1.2,24071,3373,Mon Jul 03 16:04:48 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/503CgWbhxQ
881666595344535552,nan,nan,2017-07-03 00:11:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,,1.3,50059,10584,Mon Jul 03 00:11:11 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/7CSWCl8I6s
881536004380872706,nan,nan,2017-07-02 15:32:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,a,pupper,1.4,48958,15835,Sun Jul 02 15:32:16 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/w1FVZz0JFM
881268444196462592,nan,nan,2017-07-01 21:49:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot,,1.2,22860,5121,Sat Jul 01 21:49:04 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/J4Q5YjzLH0
880935762899988482,nan,nan,2017-06-30 23:47:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis,,1.3,16860,2762,Fri Jun 30 23:47:07 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/D0wb1GlKAt
880465832366813184,nan,nan,2017-06-29 16:39:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,,1.2,28268,6237,Thu Jun 29 16:39:47 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/4VsFysDmiw
880221127280381952,nan,nan,2017-06-29 00:27:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Jesse,,1.2,26803,4183,Thu Jun 29 00:27:25 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/fUod0tVmvK
879862464715927552,nan,nan,2017-06-28 00:42:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,,1.3,22124,3473,Wed Jun 28 00:42:13 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/Qh5aEkRQm9
879492040517615616,nan,nan,2017-06-27 00:10:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,,1.2,23204,3162,Tue Jun 27 00:10:17 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/IxM9IMKQq8
879415818425184262,nan,nan,2017-06-26 19:07:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,,1.3,104888,43880,Mon Jun 26 19:07:24 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/UDT7ZkcTgY
879376492567855104,nan,nan,2017-06-26 16:31:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,,1.2,16616,3099,Mon Jun 26 16:31:08 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/RqUrIisQta
879050749262655488,nan,nan,2017-06-25 18:56:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Steven,,1.1,22376,4690,Sun Jun 25 18:56:45 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/ffTAMZt2n7
879008229531029506,nan,nan,2017-06-25 16:07:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,,1.3,18803,2675,Sun Jun 25 16:07:47 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/YDtpCjIPKN
878776093423087618,nan,nan,2017-06-25 00:45:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,puppo,1.3,19236,4106,Sun Jun 25 00:45:22 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/0Uxl9Gq7hN
878281511006478336,nan,nan,2017-06-23 16:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shadow,,1.3,7676,1282,Fri Jun 23 16:00:04 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/5HuiInQveF
878057613040115712,nan,nan,2017-06-23 01:10:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,,1.4,41660,6787,Fri Jun 23 01:10:23 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/cwtWnHMVpe
